8357.16,12388.55
9083.88,11796.85
9763.94,11487.36
10312.87,11938.06
11809.41,11903.96
11707.21,11751.89
12066.94,10630.94
10086.45,10812.99
8970.19,10248.77
11315.03,9556.35
9456.82,10868.51
9997.97,10743.12
5423.63,9861.84
5991.71,9638.14
6551.46,10189.55
7102.53,10320.29
8736.95,8886.54
9240.32,9200.15
10566.54,10025.18
220.73,3816.37
3786.44,400.34
5732.15,45.88
5955.32,367.30
11519.20,3759.98
12137.63,3321.98
2256.60,6946.70
2787.17,8275.10
1856.99,6199.70
4472.76,8954.24
8793.28,3072.61
7510.66,2223.33
6476.53,1375.27
4778.33,3473.58
5728.72,2780.97
2749.20,4531.83
4222.03,5542.62
5378.10,5362.84
4934.57,7727.35
4370.84,8282.89
5656.83,7978.91
2590.52,1979.94
3293.34,1017.67
3663.67,1690.59
1930.85,3536.36
1700.69,3694.68
2774.89,3248.04
2663.10,1664.76
3243.18,3417.87
6126.96,392.33
5966.41,376.17
5644.29,340.76
5020.76,1074.56
5198.92,2212.60
4233.28,3855.07
8648.09,3714.19
8616.14,4303.21
7967.86,4547.72
9602.31,4744.13
6300.73,6941.02
808.88,3502.71
684.88,3847.73
78.13,3432.70
194.27,4291.88
4392.39,6926.13
4497.40,6933.95
6569.25,7387.77
7155.70,6776.71
7452.03,8102.98
7278.58,8717.42
6438.76,8728.72
5152.00,8852.34
3962.78,8085.10
2453.40,7509.89
5096.00,6953.32
12070.15,5231.99
11618.38,5304.70
10718.58,5382.82
10961.04,4790.32
12252.10,3997.39
11508.46,3772.28
10610.87,4159.09
10633.42,3623.83
9719.55,4405.96
11097.47,4598.22
11765.67,4518.71
11132.97,6726.34
11752.29,6432.86
12006.92,6750.07
11976.71,7117.99
11339.05,7086.70
12660.78,6246.45
13642.68,5686.29
13642.65,6162.06
13401.67,6162.38
12630.93,6818.66
12544.55,6884.55
12300.94,6747.79
11727.34,6989.74
13418.32,8272.50
12140.20,8496.61
12025.85,8400.10
10232.53,8880.56
9404.68,9278.52
9015.01,9136.74
9056.92,9635.19
9431.43,9849.20
10227.88,8671.85
11120.16,8902.49
9347.44,7659.54
8441.13,7707.02
8869.47,7943.31
9226.60,7992.94
8887.81,8167.73
9803.84,7937.91
7509.34,6936.61
8768.79,6779.59
8632.01,6110.46
7590.85,6996.52
9935.97,6525.49
9418.98,7240.66
7688.50,7543.67
3208.22,5946.87
3106.32,6555.85
2250.57,5929.28
3451.14,5113.49
1071.03,5353.18
900.73,4619.39
2250.57,4835.95
7706.70,10298.61
8680.36,11213.39
8186.35,10617.42
8362.98,9775.88
9006.35,9998.47
7560.22,9850.55
6978.60,10162.18
7079.13,10933.36
12318.72,5342.83
12745.74,4819.42
6521.44,3641.04
6693.16,4590.36
6171.73,4888.92
4460.28,3457.34
3848.43,2734.06
4369.87,1546.11
4960.69,1903.54
6733.15,2202.11
6628.02,1529.29
7191.51,2185.29
6230.64,2738.26
7464.84,2429.19
6144.43,3238.67
6396.74,1682.78
5158.33,3268.11
7557.35,5990.93
6615.41,6222.21
5526.97,6444.38
8517.43,5707.66
7368.99,5502.30
7064.11,5628.68
6609.16,5308.00
6228.46,5647.64
7514.32,3895.76
7075.17,3071.16
5086.34,4090.06
5114.78,4527.64
4072.18,4203.80
11061.23,7134.09
10875.84,7503.16
10787.78,6986.68
11068.14,7079.80
3292.33,7209.65
3120.78,7791.20
3407.78,7719.99
3872.81,7438.39
4262.31,7601.31
1042.70,4949.22
1388.80,4328.84
1559.69,4061.73
10930.79,11550.46
12034.17,11036.28
8839.96,5008.93
4796.10,5480.52
