 3461.82,   459.04
  582.44,  1508.07
 1768.30,  3217.34
 9418.42,  4841.69
 8540.54,  1540.08
 5832.01,  1961.42
 8486.32,  1057.55
 3749.04,  7065.00
 5949.66,  5365.13
 8001.46,  6146.24
 7208.15,   462.42
 8833.47,  4641.38
 4517.07,  6007.69
 9130.99,  3014.23
 7077.00,  2796.52
 5134.88,  7810.27
 2451.38,  4163.74
 8286.64,  5657.40
 4850.23,  3562.00
 4079.20,  2332.27
 9764.78,  4004.22
 6050.27,  4202.76
 3219.76,   826.43
 5118.24,  6398.13
 4587.80,  7592.20
 6838.96,  6057.26
 5516.43,  5943.27
 1730.08,  3949.83
 7904.30,  1270.95
 7754.27,  9205.48
 6323.97,  3450.80
 4973.20,  4804.38
10161.97,  1856.06
 3179.07,  6695.30
 8677.26,  2065.75
 6006.48,  6689.39
 5349.17,  2728.64
 9516.23,  6573.35
 8754.58,  7394.04
10692.49,  3536.12
 7700.52,  1850.14
 5556.24,  3557.20
 4384.03,  2932.18
 6834.66,  4200.10
 3698.52,  5694.57
 7193.12,  9292.00
 7457.05,  1342.55
 3247.11,  4536.23
 4838.13,  1522.91
 2348.47,   154.32
 4786.60,  4169.67
 3421.67,  1796.47
 9768.65,  1624.55
  175.43,  1371.53
 1020.69,  3012.99
 6372.91,   287.47
 6838.65,  7917.00
 5067.59,  2372.52
 9688.97,  2995.73
 5467.56,  4585.85
 7991.52,  4851.43
 4458.05,  5092.13
 3174.55,  1330.82
 7069.40,  3269.18
 5069.30,  5795.98
 9764.73,  2563.00
 1639.31,  2703.73
 2581.89,  2030.69
 2575.78,  5686.47
 6455.91,  2057.41
 4738.19,  2041.74
 9198.32,  7585.39
 5964.09,  1310.17
 5240.96,  7347.73
 7512.77,  5456.86
 8746.32,   598.71
 5872.70,  2615.23
 3145.50,  5355.87
 7921.09,  7476.35
 7848.63,   824.59
 4014.60,  4021.99
 5708.26,  8887.52
 3059.11,  6117.67
 6661.42,  1308.43
 7979.46,  2414.96
 8044.32,  6951.51
10632.25,  1556.62
10023.41,   626.17
 2216.82,  6400.20
 8752.39,  6619.15
  389.80,   584.12
 8476.80,  3997.68
 8230.61,  1862.84
10492.63,  2154.28
 7176.97,  3845.29
 6849.27,  1790.22
 6460.11,  8365.48
 8976.78,  3680.35
 7210.81,   949.19
10246.09,  3419.37
 2908.21,   296.39
 5372.20,  1831.26
 6221.26,  9015.80
 9129.85,  1717.38
 3800.05,  4785.17
 4143.70,  7335.36
 7418.46,  7725.07
 2362.03,  5282.52
 9187.93,  6305.38
10345.42,   981.64
 2267.49,  3595.61
 6619.78,  2899.16
 4787.47,  7213.04
 7789.08,   138.27
 6076.31,  8115.52
 1515.41,  5876.65
 1786.32,  4843.24
 2109.96,  5720.89
 8172.97,  3139.65
 2503.84,  2548.75
 3681.35,  6146.30
 9049.12,  8109.11
 5141.82,   762.40
 9299.62,  7112.97
 9194.54,  4264.64
 2812.92,   954.18
 5939.51,  6134.88
 6246.27,  4954.29
 7950.80,  5301.28
 6874.68,  5119.92
 1192.35,  4780.59
 6741.83,  8758.35
 5379.30,  8389.33
 6481.59,  7555.70
 6391.49,  5722.19
 6840.80,  7114.59
 6562.05,  6518.55
10022.13,  1262.47
 3937.77,  6629.53
  875.65,   733.83
 7586.22,  2849.84
 5552.06,  7722.96
 6842.02,   698.42
 8679.96,  3213.18
 6397.23,   792.04
 4416.97,  1309.05
 1374.57,  3499.53
 3299.16,  3570.61
 4265.95,   726.69
10272.63,  4017.46
 7338.75,  4751.69
 3919.10,  1685.39
 7728.25,  3792.67
 4352.91,   216.94
 8210.88,  9280.22
 7428.13,  2323.92
 4819.22,   285.88
 8432.96,  2650.40
 3796.16,  7972.15
 2576.83,  6140.28
 6907.62,  4698.33
 8585.03,  5975.17
 5496.26,  6673.45
 1394.26,  5352.88
 3091.35,  2638.34
 5524.26,  5131.31
 7357.40,  8744.27
 5584.59,  2282.21
 8122.92,  3578.90
 4703.13,   927.61
 2793.85,  4460.69
 5468.93,  4087.56
 5935.71,   452.70
 8472.27,  5028.14
 5469.51,   277.42
 7252.71,  1751.52
 4827.99,  2837.90
 5737.88,  7078.17
 3544.05,  7611.76
 8226.51,  7805.82
 4186.50,  5566.95
 3664.66,   955.91
 7678.63,  3338.08
 6767.15,  2370.58
 8171.00,  4298.93
 3754.47,  2611.35
 2739.75,  6597.67
 2998.07,  2103.26
 6464.66,  3902.51
 4728.77,  8439.35
 4248.28,  7982.75
  572.90,  1060.65
 8350.64,   433.85
 5988.96,  3738.18
 9644.48,  2076.07
 9564.15,  1212.20
 7312.63,  6982.59
 1176.36,  2303.51
 7308.78,  6197.09
 7782.50,  8048.23
